Date,Media,Title,Article,Summary
4 days ago,,Monday Afternoon Headlines: Strip club sues mayor over Covid ban; Howard Street tunnel project hits milestone; Peak cherry blossom dates announced; and more -,"By

Share the News









Baltimore strip club sues mayor, City Council, over adult entertainment ban during Covid – The Baltimore Sun

National Park Service predicts cherry blossom bloom peak of April 2-5 – The Washington Post

One dead, one hospitalized after pedestrian crash at Mondawmin Mall – WJZ-TV

Howard Street tunnel project reaches milestone with release of environmental assessment – The Daily Record

Virtual art gallery amplifies Asian American voices – WBAL-TV","ByShare the NewsBaltimore strip club sues mayor, City Council, over adult entertainment ban during Covid – The Baltimore SunNational Park Service predicts cherry blossom bloom peak of April 2-5 – The Washington PostOne dead, one hospitalized after pedestrian crash at Mondawmin Mall – WJZ-TVHoward Street tunnel project reaches milestone with release of environmental assessment – The Daily RecordVirtual art gallery amplifies Asian American voices – WBAL-TV"
4 days ago,KMOV.com,Police ID man found fatally shot in north St. Louis,"Close Get email notifications on {{subject}} daily!

Your notification has been saved.

There was a problem saving your notification.

{{description}}

Email notifications are only sent once a day, and only if there are new matching items.","Close Get email notifications on {{subject}} daily!
Your notification has been saved.
There was a problem saving your notification.
{{description}}Email notifications are only sent once a day, and only if there are new matching items."
4 days ago,Football.London,Tottenham evening headlines as Gareth Bale sends a timely reminder and Spurs receive derby boost,"Sign up to FREE email alerts from Football London - Spurs Subscribe Thank you for subscribing We have more newsletters Show me See our privacy notice Invalid Email Something went wrong, please try again later.

Here are the Tottenham evening headlines for Monday March 1, 2021.

Bale is Back

Tottenham put in a terrific performance on Sunday afternoon to defeat Burnley 4-0 with Gareth Bale the star of the show and roundly praised for returning to the form that saw him become the world's most expensive football player.

Bale netted twice, the second a beautiful left-footed effort, provided the assist for Harry Kane's goal, and put in an all-round excellent performance in just his third Premier League start of the season.

There was one moment in the first-half that saw Bale roll back the years.

Video Loading Video Unavailable Click to play Tap to play The video will auto-play soon 8 Cancel Play now

Faced up against Charlie Taylor, Bale knocked the ball one side of the Burnley man before sprinting down the touchline and collecting the ball before Taylor had even had time to turn.

It was reminiscent of his Copa Del Rey final goal for Real Madrid against Barcelona in 2014 and proff his confidence as well as form is well and truly back.

Read the full story HERE

Four into one does not go

The return of Bale to his scintillating best is good news for Tottenham Hotspurs and Jose Mourinho, however, for four Spurs players, it makes their chances of getting into the side that much harder.

With Bale proving himself undroppable alongside first-choice starters Harry Kane and Son Heung-min that only leaves one spot in attacking midfield left available if Mourinho continues with his 4-2-3-1 formation.

Lucas Moura is the man in possession of the shirt and put in a fine performance himself against Burnley.

The Brazilian scored Tottenham's third goal of the afternoon and netted the weekend before in the 2-1 defeat to West Ham. but there are three other men vying for his shirt in the starting XI

Read the full story HERE

Sign up for the Tottenham newsletter for all your latest transfer news In each football.london Tottenham bulletin, we'll bring you the latest breaking news, transfer features and comment pieces, as well as the key talking points for fans. You won't miss a thing - you'll get all the Spurs news you need right to your inbox. We'll also send special newsletters when big stories break or there's a special event happening. And with the January transfer window now open there's plenty of content to get your teeth into. How do you sign up? It's easy and only takes seconds. Simply type your email address into the box at the top of this article - or any article in the Spurs section of football.london in fact - labelled 'Get the biggest daily stories by email' and click 'Subscribe'. And that's it, you're all set. If you decide later you no longer wish to receive the emails, hit the unsubscribe link in the newsletters - but we don't think you'll want to. For more details, click here.

Spurs given derby boost by UEFA

Currently, Tottenham and Arsenal are both due to be playing the first-legs of their round of 16 Europa League clashes away from home on March 11 with the home legs taking place the following week.

The north London derby is sandwiched between these two legs and the order of Spurs' tie could be rescheduled according to a report in the Evening Standard, to avoid both teams having a home match on the same evening.

(Image: GLYN KIRK/POOL/AFP via Getty Images)

If that is the case Arsenal as FA Cup winners are likely to be given the advantage of having their home leg second while Mourinho's men will lose that advantage.

One positive from this for Tottenham is that in the lead up to the derby they will no longer face a trip to Croatia but will instead be hosting Dinamo Zagreb at the Tottenham Hotspur Stadium.

Arsenal, meanwhile, will be completing a 3,000 mile round trip to Greece once more to take on Olympiakos, just 68 hours before hosting Spurs.","Here are the Tottenham evening headlines for Monday March 1, 2021.
There was one moment in the first-half that saw Bale roll back the years.
Lucas Moura is the man in possession of the shirt and put in a fine performance himself against Burnley.
You won't miss a thing - you'll get all the Spurs news you need right to your inbox.
Arsenal, meanwhile, will be completing a 3,000 mile round trip to Greece once more to take on Olympiakos, just 68 hours before hosting Spurs."
4 days ago,Football.London,Chelsea evening headlines as Milan make Fikayo Tomori transfer decision and N'Golo Kante claim,"Sign up to FREE email alerts from Football London - Chelsea Subscribe Thank you for subscribing We have more newsletters Show me See our privacy notice Invalid Email Something went wrong, please try again later.

Here are your Chelsea evening headlines for Monday, March 1.

Keane makes Mount comparison

Former Manchester United midfielder Roy Keane has compared Chelsea ace Mason Mount with fellow former United man Paul Scholes.

Keane made the admission following Chelsea's goalless draw with the Red Devils on Sunday at Stamford Bridge.

Mount has experienced a rapid rise in recent years, jumping from a Championship loanee to a fully fledged England international in less than two years. Although he still has a lot of hard work ahead of him, he has already proven himself to be a key member in Thomas Tuchel's plans at Stamford Bridge, following the German's arrival back in January.

Video Loading Video Unavailable Click to play Tap to play The video will auto-play soon 8 Cancel Play now

Speaking to Sky Sports, Keane said: ""We’ve been praising this lad now for the last number of years, the way he plays the game, almost like Paul Scholes, plays like a kid on the street, it all comes very easy for him.

""Good first touch, seems an honest kid, he has a goal in him, he has an assist.

""There’s no surprise this lad is playing, when the manager came he would have had a look at him before.""

Click here to read the full story.

Makelele sends message to Kante

Former Chelsea midfield ace Claude Makelele insists N'Golo Kante can do more to help the Blues' offensive players as they look to try and increase their goals tally in the weeks and months that lie ahead.

The France international, who has helped the Blues win three trophies since making the switch to Stamford Bridge from Leicester City back in 2016, started for just the second time in the Premier League under Tuchel on Sunday, with his only other Premier League start, since the German took over, coming against Southampton last weekend.

Although Kante has been one of Chelsea's star players over the last few years, Makelele, who spent five years as a player in west London, has admitted that he ""expects more"" from his performances moving forward.

“For me, I expect more from N’Golo Kante because he can be better than me,” Makelele said on Chelsea’s Matchday Live show. “He needs more communication with his defenders.

""You want him to have more responsibility, more power to say: ‘I’m here. You do this behind me and I’ll do this in front of you’. He can have leadership in this team. I know Kante is shy, never talks, he just wants to do his job. But I think he can do more.”

To read the full story, click here.

Milan make Tomori decision

AC Milan want to activate their option to sign on-loan centre-back Fikayo Tomori this forthcoming summer, but are not willing to pay the fee that has been agreed between the two clubs.

That is according to a report by Sky Sports, who insist Milan are keen to keep hold of the former Derby County loanee after a promising start to his loan spell in Italy.

Sign up to our Chelsea newsletter for the latest transfer news In each football.london Chelsea bulletin, we'll be bringing you the latest breaking news, transfer features and comment pieces, as well as the key talking points for fans. You won't miss a single thing when it comes to Chelsea. We'll also send special newsletters when big stories break or there's a special event happening. And with the January transfer window now open there's plenty of content to get your teeth into. How do you sign up? It's easy and only takes seconds. Simply type your email address into the box at the top of this article - or any article on the Chelsea section of football.london in fact - labelled 'Get the biggest daily stories by email' and click 'Subscribe'. And that's it, you're all set. If you decide later that you no longer wish to receive the emails, simply follow the unsubscribe link in one of the newsletters - but we don't think you'll want to. For more details, click here.

A fee of £26million was agreed between the two clubs back in January and Milan are keen to get a deal over the line, but only at a reduced rate.

How much Milan are willing to pay for the central-defender is currently unknown.

On Tomori, Milan technical director Paolo Maldini said: ""Tomori is a good talent and we have a buy-option clause.

""The price is very high. AC Milan will decide at the end of this season and we will discuss it with Chelsea's board.""","Keane makes Mount comparisonFormer Manchester United midfielder Roy Keane has compared Chelsea ace Mason Mount with fellow former United man Paul Scholes.
“For me, I expect more from N’Golo Kante because he can be better than me,” Makelele said on Chelsea’s Matchday Live show.
Milan make Tomori decisionAC Milan want to activate their option to sign on-loan centre-back Fikayo Tomori this forthcoming summer, but are not willing to pay the fee that has been agreed between the two clubs.
On Tomori, Milan technical director Paolo Maldini said: ""Tomori is a good talent and we have a buy-option clause.
AC Milan will decide at the end of this season and we will discuss it with Chelsea's board."""
4 days ago,Football.London,Arsenal evening headlines as Barcelona make Mikel Arteta decision and new team in for Edouard,"Sign up to FREE email alerts from Football London - Arsenal Subscribe Thank you for subscribing We have more newsletters Show me See our privacy notice Invalid Email Something went wrong, please try again later.

Here are your Arsenal evening headlines for Monday, March 1.

Shearer heaps praise on Gunners after Foxes triumph

Match of the Day pundit Alan Shearer has heaped praise on Arsenal's pressing game following Sunday afternoon's 3-1 win over Leicester City at the King Power Stadium.

The Gunners, who have now won two of their last three Premier League outings, recovered from 1-0 down thanks to goals from David Luiz, Alexandre Lacazette and Nicolas Pepe, ensuring Mikel Arteta's side secured a second win in just a matter of days, following Thursday evening's Europa League heroics against Benfica.

Although it was Pepe's return to the scoresheet and Willian's brace of assists that dominated the post-match talking points, former Blackburn Rovers and Newcastle United striker Shearer waxed lyrical about the way Arsenal's players pressed and worked Brendan Rodgers' Foxes.

Video Loading Video Unavailable Click to play Tap to play The video will auto-play soon 8 Cancel Play now

""What was evident was their pressing,"" Shearer told BBC Sport. ""They went after Leicester. They were all on the same page, they showed great character from coming back from a goal down, it didn’t change their attitude.

""They pressed in threes and fours and constantly won the ball back. It didn’t change second half, they chose when to go and then went with energy.

""If they don’t win the first one, they win the second. Some big performances from Willian and Pepe.

""That’s what’s let them down this season (consistency). Too many times this season, I think they can go on and build from that performance today.""

Click here to read the full story.

Arteta update

Barcelona have not held any discussions with Arsenal about the prospect of them trying to poach Arteta, football.london understands.

Reports in the national media over the weekend had claimed that the La Liga giants were keen on pursuing a move for the Spaniard, should Ronald Koeman be shown the door at the Nou Camp.

However, there has been no formal approach or discussions held between the two clubs, meaning Arsenal are not any immediate danger of losing their manager.

Although Barcelona have not directly made contact with Arsenal about prizing Arteta away, that is not to say that the Spanish club are not admirers of the work he has done during his relatively short managerial career so far.

To read the full story, click here.

Gunners face Edouard battle

Aston Villa have joined Arsenal in the race to sign Celtic striker Odsonne Edouard, according to a report by the Scottish Daily Mail, as cited by BirminghamLive.

Sign up to our Arsenal newsletter for the latest transfer news By signing up for our Arsenal newsletter, you will receive a once-daily email, focused around goings-on at Emirates Stadium. You won't miss a thing when it comes to the Gunners - you'll get all you need to know directly into your inbox. We'll also send out special newsletters with any big breaking news too. And with the January transfer window now open there's plenty of content to get your teeth into. How do you sign up? It's easy and only takes seconds. Simply type your email address into the box at the top of this article - or any article on the Arsenal section of football.london in fact - labelled 'Get the biggest daily stories by email' and click 'Subscribe'. And that's it, you're all set. If you decide later that you no longer wish to receive the emails, simply follow the unsubscribe link in one of the newsletters - but we don't think you'll want to. For more details, click here.

The Frenchman has been heavily linked with a move to the Emirates Stadium in the last year or so after impressing north of the border for the Scottish giants.

Now, though, Villa have joined the race for his services, meaning the Gunners are set to face a battle to land him this summer if they wish to maintain their interest.

It is reported that Celtic value Edouard, who has scored 20 goals in all competitions this season, at £35million.","Here are your Arsenal evening headlines for Monday, March 1.
""If they don’t win the first one, they win the second.
Arteta updateBarcelona have not held any discussions with Arsenal about the prospect of them trying to poach Arteta, football.london understands.
Gunners face Edouard battleAston Villa have joined Arsenal in the race to sign Celtic striker Odsonne Edouard, according to a report by the Scottish Daily Mail, as cited by BirminghamLive.
It is reported that Celtic value Edouard, who has scored 20 goals in all competitions this season, at £35million."
5 days ago,Berkeleyside,Jonathan and Jesse Kellermans' books ripped from Berkeley headlines.,"‘Half Moon Bay,’ by the father and son duo, is just one of hundreds of novels published in the past few decades that have been set in Berkeley.

“On a damp Saturday, just last year, the sixties died in Berkeley.

On Sunday, I came for the bones.”

That’s the opening for Half Moon Bay, the new crime thriller featuring Alameda County Deputy Sheriff Clay Edison written by the father-and-son team Jonathan and Jesse Kellerman.

The opening pages seem ripped from the headlines. In the novel, UC Berkeley has just erected a chain-link fence around People’s Park which promptly “had been scaled, sheared open, knocked down.” The protest and vandalism came as demonstrators tried to stop the university from erecting student housing in the park.

Those exact events happened for the first time in January, but the Kellermans wrote their story years ago. Half Moon Bay was published in July.

Subscribe to the Daily Briefing Don’t miss a story. Get Berkeleyside headlines delivered to your inbox. Don’t miss a story. Get Berkeleyside headlines delivered to your inbox.

“Everything we are seeing now is described in the first pages of the book,” said Jesse Kellerman, who lives in Berkeley (his father lives in Los Angeles).

Including the turmoil around People’s Park in the third book of the Clay Edison crime series was a no-brainer, said Kellerman. As a writer, he is always on the lookout for dramatic situations and interesting people he can incorporate into his work. Berkeley, with its citizen activists, protest culture, and certified flashpoints involving the university, development, and fights for the rights of people, including Blacks and the Ohlone, is always good fodder.

“You don’t have to be a prophet to know that the minute Cal does something concrete toward putting up a building there and demolishing the park that people are going to be distressed, that some contingent is going to push back,” said the younger Kellerman.

What books set in Berkeley have you read and enjoyed? Let us know in the comments.

Half Moon Bay is just one of the hundreds of novels that include Berkeley as a setting. For decades, writers have used the city and its events as plot lines. Isabel Allende set her 2013 novel, Maya’s Notebook, largely in Berkeley. Anthony Boucher set several of his science fiction tales in the city. Susan Dunlap’s crime series features Jill Smith, a Berkeley detective. Jack Kerouac’s Dharma Bums has Berkeley scenes as does April Sinclair’s Ain’t Gonna Be the Same Fool Twice. Many children’s books take place in Berkeley, including Beverly Cleary’s Mitch and Amy and Hope Alper’s The Chanukah Bears of Marin Circle, among others.

There is no tally of how many books have been set in Berkeley but enough have been that the Berkeley Public Library keeps a running list of such books. (It features more than 200 and was last updated in 2012). Randal Brandt, head of cataloging at the UC Berkeley Library, has curated a list of mysteries set in the Bay Area and there are more than 2,500. He believes 115 mysteries have been set here. Berkeleyside also regularly runs features about books with a Berkeley connection.

Sometimes Berkeley’s liberal values are highlighted, not just its parks and sidewalks, as was the case in Shanthi Sekaran’s Lucky Boy. The 2017 novel tells the story of an undocumented immigrant from Mexico who goes to work for a wealthy, liberal Berkeley family. When she is targeted for deportation, the family takes in her infant son and complications ensue. “Lucky Boy is set in Berkeley, and told with warmth and empathy, but with a keen eye for the sometimes well-meaning delusions of the privileged,” Marthine Satris wrote in a Berkeleyside Q&A with the author.

“I think that Berkeley is a very particular place in that it’s filled with people with excellent intentions,” said Sekaran. “People want the best for everyone: for immigrants, for nonimmigrants, for undocumented immigrants. But it’s also a place of great privilege, and sometimes those two elements don’t mix; sometimes people’s good intentions blind them to their own insensitivities.”

When the Kellerman duo sets out to create a new mystery series (Jonathan, who has published nearly 60 books is best known for his series featuring Alex Delaware. Jesse has published more than 10 books. Faye Kellerman, Jonathan’s wife and Jesse’s mother is also a very accomplished novelist) they knew they wanted to make the East Bay the setting, a locale the Kellermans believe is underrepresented in contemporary literature.

“The East Bay is a place that has gotten some literary attention but, in my opinion, not enough attention, and actually in the thriller genre very, very little,” said Jesse Kellerman. “We try to move the lens around to different spots in the East Bay. Not so much San Francisco because that has its own noir history. We don’t need to retread that. But everything else, Oakland, Berkeley, Alameda, all the outlying areas, Livermore, even down on the Peninsula – places that have not gotten enough attention.”

The other Clay Edison books (Crime Scene, A Measure of Darkness) were set partly in Berkeley and partly around other East Bay locales. But Jesse Kellerman wanted Half Moon Bay to center on where he lives.

“I wanted this to be an intensely Berkeley-focused book because I live here too,” said Kellerman who moved here to be with his wife, who grew up in Berkeley. The couple has three young children. “I wanted to drill down to the very core of what makes Berkeley, Berkeley. I’m invested in this place.”

And People’s Park is an epicenter of Berkeley, so it makes sense to set a book there, said Kellerman. He was quick to point out that the park is not the only epicenter of Berkeley but one of many.

How does a novelist take ideas or events that are swirling around and put them into prose?

It’s not a linear process, said Kellerman. He looks at true events and draws out elements he think would be interesting to readers.

For example, Jonathan Kellerman collects old copies of True Detective Magazine and sends issue with Northern California events to his son. One issue that caught Jesse Kellerman’s attention was from November 1955. It told the story of Stephanie Bryan, a 13-year-old girl who disappeared while walking up the stairs behind the Claremont Hotel. Her disappearance launched the biggest manhunt in Berkeley history. Tragically, her body was later found. Her murder shattered many Berkeley residents’ notion that they lived in a safe community.

“I’d never heard of this case before I read this, which is kind of incredible because she disappeared from a spot maybe 500 yards from my house, very very close to where I live,” said Kellerman.

The disappearance of 13-year-old Stephanie Bryan in 1955 shattered many Berkeley residents’ notion that they lived in a safe community.

He and his father would never fictionalize that story. But there are elements, small details, of the case that intrigue him. Like how Berkeley police ended up catching the killer. The murderer, Burton Abbot, a 27-year-old accounting student at UC Berkeley, had kept a souvenir of Byron’s — her red purse with an ID card inside His wife found it and alerted the cops.

“Just an idea. That one small thing, a wife discovering something she can’t explain in her basement, her husband’s attempt to provide an innocuous explanation for how this came to be in their house… you can build out a story from this germ.”

As for Half Moon Bay, Kellerman is a regular reader of Berkeleyside and took note when UC Berkeley announced it would build a 1,200 student housing structure at People’s Park, as well as supportive housing for about 150 formerly homeless people. He knew immediately that it would make a good plot point.

The Kellermans’ protagonist, Clay Edison, investigates cold cases. So the authors created one. When bulldozers tear apart the Free Speech Stage to prep the site for housing, the body of an infant is found. Clay Edison, a deputy sheriff assigned to the coroner’s office, investigates.

The duo’s next novel, The Burning, is coming out later this year. One of its plot points? The massive wildfires that have consumed California in recent years.

Frances Dinkelspiel is co-founder and executive editor of Berkeleyside.","“Everything we are seeing now is described in the first pages of the book,” said Jesse Kellerman, who lives in Berkeley (his father lives in Los Angeles).
What books set in Berkeley have you read and enjoyed?
Half Moon Bay is just one of the hundreds of novels that include Berkeley as a setting.
But Jesse Kellerman wanted Half Moon Bay to center on where he lives.
“I wanted to drill down to the very core of what makes Berkeley, Berkeley."
5 days ago,Supermarket News,"SN Top 10: H-E-B, Meijer, Amazon Go top the week’s headlines","In this week’s recap of the Top 10 most popular Supermarket News articles, Gelson’s Markets being sold to Japanese retailer PPIH ranked as the week’s top story. Among other stories in this week’s gallery:

Reasor’s rolled out the Sally salad robot to three stores;

Amazon Go drew high interest from U.S. shoppers in a Piplsay poll; and

Frozen food sales were up 21% in 2020, according to the American Frozen Food Institute and FMI — the Food Industry Association, as COVID altered shopping and eating behaviors.

In other news, Meijer was aiming to provide 17,000 COVID-19 shots last week in Indiana; Whole Foods Market made an entry into Wyoming; and the Senate confirmed Tom Vilsack as secretary of agriculture.

Related: SN Top 10: H-E-B, Walmart, Publix top the week’s headlines

Other top stories:","In this week’s recap of the Top 10 most popular Supermarket News articles, Gelson’s Markets being sold to Japanese retailer PPIH ranked as the week’s top story.
Among other stories in this week’s gallery:Reasor’s rolled out the Sally salad robot to three stores;Amazon Go drew high interest from U.S. shoppers in a Piplsay poll; andFrozen food sales were up 21% in 2020, according to the American Frozen Food Institute and FMI — the Food Industry Association, as COVID altered shopping and eating behaviors.
In other news, Meijer was aiming to provide 17,000 COVID-19 shots last week in Indiana; Whole Foods Market made an entry into Wyoming; and the Senate confirmed Tom Vilsack as secretary of agriculture.
Related: SN Top 10: H-E-B, Walmart, Publix top the week’s headlinesOther top stories:"
5 days ago,SFist,Monday Morning Headlines: Kimberly Guilfoyle Rumored to Want to Run for Office in California,"Despite winning three in a row for the first time this season leading up to Sunday night’s contest against the defending NBA champions in LA, the Warriors suffered a savage 26-point loss to Lebron James and the Lakers, falling to eighth in the West.","Despite winning three in a row for the first time this season leading up to Sunday night’s contest against the defending NBA champions in LA, the Warriors suffered a savage 26-point loss to Lebron James and the Lakers, falling to eighth in the West."
5 days ago,Yellowhammer News,Alabama’s strength in the real estate market continues to make national headlines - Yellowhammer News,"Alabama’s strength in the real estate market continues to make national headlines

2020 was a record-breaking year for the U.S. housing market, and Alabama was no exception. Investment in the state generated a lot of attention from publications around the globe as a variety of Alabama destinations appear at the top of the list for booming markets.

Here are a few examples of Alabama destinations identified by industry leaders as ones to watch:

Lake Guntersville

As the pandemic has shifted interest to more rural, scenic driven destinations, places like Marshall County, Alabama, have surfaced to the top of real estate searches. According to Market Watch, Marshall County led the country in the percentage of increased searches for micropolitan communities. The area surrounding Lake Guntersville saw an increase of 2817% on the Redfin.com website in the fourth quarter of 2020 compared to the same quarter in 2019.

Montgomery

Appearing in two notable publications, Alabama’s capital city has been recognized for its affordability, promising job market and appeal to travelers. Forbes Advisor looked at 100 metro areas with a population of at least 100,000 to identify the top 10 most affordable cities for homebuyers. Appearing at No. 8, Montgomery offers the lowest median annual real estate taxes and is poised for growth based on continued investment from the aerospace and automotive employers. In addition, the continued expansion of Montgomery’s social justice attractions has drawn attention from Bloomberg who has listed it as one of the best places to travel in 2021.

Tuscaloosa

Leading the national trend in real estate is the continued growth of vacation rental property investments. According to the real estate education publication Fortune Builders, Tuscaloosa is No. 2 in the country on the list of places to buy a vacation rental property. Citing the year-over-year growth in tourism both inside and outside of football season, this Alabama city bodes well for investors looking for potential profits in rental investments.

Gulf Shores / Orange Beach



No stranger to second home real estate investors, the beautiful beaches of Alabama’s gulf coast have been an attractive destination for years. In spite of the changes 2020 brought to the investment landscape, this area proves to be dependable for travel-hungry tourists. Air DNA tracks the performance data of over 10 million AirB&B and VRBO vacation rentals and published a list of the best places to buy short-term rental property in the U.S. When it comes to areas with over 1,000 active short-term rentals, Gulf Shores / Orange Beach scored number eight for its annual revenue potential and annual revenue growth.

Dauphin Island

As reported by CNBC, the vacation rental management website Vacasa has rolled out its annual report highlighting the best U.S. destinations to invest in a vacation rental property. The study analyzed home sales and rental data in vacation areas around the country. For the second year in a row, the “sunset capital of Alabama” has made the list.

Birmingham

The Magic City appeared on several real estate investment lists in 2020. In its analysis of America’s hottest real estate zip codes, Forbes lists Birmingham first on the list. The analysis uses data from Zillow.com to determine America’s fastest-growing zip codes by home sale price appreciation. Property Wire lists Birmingham as one of five on its 2020 best areas to invest and the international publication Global Investments lists it as the next U.S. property investment hotspot. Additionally, Travel and Leisure magazine includes Birmingham as of the best places to travel in 2021.

Huntsville

Alabama’s Rocket City made the list of emerging real estate markets of 2020 according to Mashvisor, an analytics service company focused on providing investors with property information. Huntsville is noted as one of the markets leading the economic recovery in the nation.

Auburn



Housing Wire, a digital publication focussed on mortgage and housing markets placed Auburn on the 2020 best locations for investment property. The only Alabama city to make the rankings, Auburn was listed in second place for the highest population growth and first place for employment growth.

Alabama REALTORS® is the largest statewide organization of real estate professionals and the official advocate of Alabama’s multifaceted real estate industry. Subscribe to our newsletter and stay up to date on real estate news in Alabama.","Alabama’s strength in the real estate market continues to make national headlines2020 was a record-breaking year for the U.S. housing market, and Alabama was no exception.
TuscaloosaLeading the national trend in real estate is the continued growth of vacation rental property investments.
Gulf Shores / Orange BeachNo stranger to second home real estate investors, the beautiful beaches of Alabama’s gulf coast have been an attractive destination for years.
In its analysis of America’s hottest real estate zip codes, Forbes lists Birmingham first on the list.
Alabama REALTORS® is the largest statewide organization of real estate professionals and the official advocate of Alabama’s multifaceted real estate industry."
5 days ago,GPB,"GPB Morning Headlines for March 1, 2021","In this morning's headlines, the NBA is just coming to Georgia for their All Star Basketball game this weekend.

As GPB's Tiffany Griffith reports, some of the players have the fight against voter suppression on their minds.

","In this morning's headlines, the NBA is just coming to Georgia for their All Star Basketball game this weekend.
As GPB's Tiffany Griffith reports, some of the players have the fight against voter suppression on their minds."
5 days ago,This Is Anfield,Full-backs steal the headlines in busy weekend for Liverpool loanees,"Liverpool’s first team finally got back to winning ways over the weekend, while plenty of out-on-loan players were handed further experience and game time too.

It wasn’t a weekend to follow the usual recent pattern, with goals galore scored or assisted by the talented youngsters who have departed on a temporary basis.

Indeed, not one of the on-loan Reds managed to net or create a goal this weekend – or keep a clean sheet, for the goalkeepers.

Instead, the most impressive showings came from a couple of full-backs who have had to overcome adversity and difficult challenges over the last year or two, and while a run-of-the-mill Saturday league game might not seem particularly exciting in the wider context of the game, becoming a regular and established player is exactly what these loan spells are for.

To that end, Sepp van den Berg‘s recent outings are a huge step forward.

With Preston this weekend he was once again deployed at right-back and once again gave a good account of himself – as a supporting, safe-playing ball-winner rather than a rampaging attacking outlet, of course.

His team won 3-0 to move into 13th, with the Dutchman completing back-to-back 90s in the space of three days, tallying five tackles, four interceptions and five clearances across those two matches for a notable progressive step.

One league further down, Adam Lewis was restored to the line-up with Plymouth, playing the vast majority of the game at left-wing back in a crazy 4-3 win.

This was his first League One start since mid-January and comes on the back of several recent run-outs off the bench. It remains to be seen if it was rotation or a case of winning back his place, but Lewis certainly had an impact in both halves with a shot, a couple of chances created and, defensively, two tackles won and a shot blocked.

The theme of returning to the line-up after difficult spells also applies to Loris Karius, who kept goal for Union Berlin for a third successive game.

His four Bundesliga appearances this season haven’t yet yielded a victory, but he was kept busy enough by Hoffenheim in a 1-1 draw, the away side having three shots on target.

It wasn’t a weekend for the attackers to impact on this occasion, with Harry Wilson starting and Sheyi Ojo coming on as sub as Cardiff drew, Harvey Elliott drawing a blank in Blackburn’s 1-1 with Coventry and Liam Millar being subbed at the break as Charlton made a poor start in an eventual 3-0 defeat to former Under-23 coach Neil Critchley and his Blackpool side.

Overseas, Kamil Grabara conceded three in a draw at the top end of the table, Marko Grujic was left to watch on from the bench as Porto were held by leaders Sporting CP and Colombian defender Anderson Arroyo featured in a friendly.

Liverpool Loan Watch Round-up

Unused sub: Marko Grujic (Porto)

Injured: Taiwo Awoniyi (Union), Takumi Minamino (Southampton)

Season not yet started: Vitezslav Jaros (St. Pat’s)","Liverpool’s first team finally got back to winning ways over the weekend, while plenty of out-on-loan players were handed further experience and game time too.
It wasn’t a weekend to follow the usual recent pattern, with goals galore scored or assisted by the talented youngsters who have departed on a temporary basis.
Indeed, not one of the on-loan Reds managed to net or create a goal this weekend – or keep a clean sheet, for the goalkeepers.
His team won 3-0 to move into 13th, with the Dutchman completing back-to-back 90s in the space of three days, tallying five tackles, four interceptions and five clearances across those two matches for a notable progressive step.
Liverpool Loan Watch Round-upUnused sub: Marko Grujic (Porto)Injured: Taiwo Awoniyi (Union), Takumi Minamino (Southampton)Season not yet started: Vitezslav Jaros (St. Pat’s)"
